USB_V,USB_A,USB_W,Int_Accel,Ext_Accel,Net_Traffic,RF_Density,Sys_Temp,Label
5.061,0.115,0.575,0.0647,0.0505,0.923,-92.7,41.4,No
4.917,2.937,14.461,3.151,3.6797,107.742,-42.0,84.6,Yes
5.054,0.276,1.424,0.2592,0.0964,6.678,-78.1,44.2,No
5.02,0.477,2.414,0.2388,0.2457,5.552,-58.5,44.6,No
4.898,1.656,8.305,1.972,2.8649,103.604,-24.3,70.9,Yes
5.035,0.189,0.935,0.2153,0.0478,3.94,-75.6,44.7,No
4.98,0.569,2.765,0.6011,0.3357,23.894,-42.3,57.1,Yes
4.883,1.938,9.314,2.707,3.4789,96.077,-31.5,89.2,Yes
5.027,1.063,5.462,0.4222,0.6837,27.687,-43.3,59.9,No
4.882,2.079,10.102,2.4464,3.4439,101.577,-14.1,91.7,Yes
5.023,0.284,1.451,0.2307,0.1131,4.963,-61.5,42.4,No
5.035,0.874,4.399,0.8869,0.4128,16.098,-39.2,67.4,No
5.032,0.749,3.715,0.5293,0.791,8.772,-40.6,69.8,No
5.029,0.204,1.025,0.0522,0.1039,3.846,-75.6,33.6,No
5.041,0.011,0.072,0.0744,0.0151,2.262,-79.9,33.7,No
4.967,1.536,7.562,1.3375,1.9649,56.755,-34.2,68.5,Yes
4.918,2.54,12.515,3.0142,2.6954,120.481,-26.0,82.5,Yes
4.881,2.382,11.513,2.4077,3.7133,119.823,-27.8,84.2,Yes
4.947,1.529,7.551,3.2806,2.6675,120.963,-25.0,90.1,Yes
5.041,0.082,0.398,0.0971,0.076,1.264,-93.2,37.8,No
4.886,3.047,15.034,3.8688,3.546,103.802,-16.2,81.8,Yes
5.077,0.134,0.682,0.0149,0.0558,2.724,-88.1,33.4,No
4.874,2.444,11.875,2.4656,2.9785,85.237,-12.3,85.2,Yes
4.898,2.256,11.154,2.8097,2.9012,126.205,-26.1,86.5,Yes
5.005,0.939,4.698,0.4768,0.3152,25.155,-42.1,63.6,Yes
5.038,0.372,1.869,0.1725,0.1117,6.477,-71.2,48.7,No
4.946,1.854,9.156,1.872,2.1767,141.642,-24.9,81.0,Yes
4.888,1.655,7.944,1.8074,3.8533,141.438,-27.8,76.3,Yes
5.031,0.479,2.427,0.1978,0.26,7.558,-66.7,50.1,No
5.032,0.468,2.342,0.2162,0.2396,5.567,-67.6,51.4,No
4.905,1.637,8.056,3.2148,3.2219,97.94,-13.1,83.3,Yes
4.988,1.071,5.382,0.6751,0.3882,38.786,-43.9,70.4,No
5.04,1.247,6.317,0.4876,0.4477,32.47,-37.7,55.9,Yes
5.053,0.144,0.748,0.0288,0.0313,0.684,-91.5,39.0,No
4.999,0.472,2.326,0.2695,0.1673,5.87,-72.6,48.2,No
5.04,0.672,3.343,0.774,0.8027,28.923,-41.7,72.0,Yes
4.999,1.164,5.797,0.8169,0.3758,37.899,-46.4,59.1,No
5.032,0.415,2.108,0.1874,0.034,5.895,-65.3,50.1,No
5.0,0.434,2.212,0.0862,0.2117,6.35,-82.9,41.8,No
4.84,2.055,10.004,3.1201,3.8577,113.521,-16.3,83.1,Yes
5.041,0.097,0.508,0.0689,0.067,2.305,-83.9,36.9,No
4.944,2.583,12.637,2.3861,3.5027,112.135,-9.6,83.3,Yes
5.015,0.466,2.368,0.2971,0.2118,5.662,-62.2,50.0,No
4.912,2.473,12.149,3.5855,2.6926,111.149,-21.0,84.7,Yes
4.975,1.633,8.007,1.7925,1.9987,87.145,-34.3,69.0,Yes
4.967,2.173,10.653,2.6567,3.0679,116.065,-23.8,78.3,Yes
4.842,2.877,14.008,3.089,3.3186,79.852,-12.7,83.6,Yes
5.011,0.436,2.214,0.2151,0.1875,6.343,-60.6,45.6,No
5.03,0.11,0.572,0.0597,0.0027,2.875,-97.5,37.3,No
4.997,1.105,5.553,0.645,0.6065,22.202,-65.0,59.8,Yes
5.04,0.339,1.671,0.2152,0.1423,2.821,-73.5,42.7,No
5.061,0.031,0.168,0.0086,0.0045,2.15,-84.9,33.6,No
4.989,1.211,6.178,0.5517,0.6507,39.483,-40.6,60.0,Yes
5.001,0.439,2.2,0.1164,0.0826,4.326,-57.5,50.6,No
5.007,0.469,2.38,0.2511,0.1771,5.954,-59.4,53.5,No
5.01,0.448,2.243,0.2339,0.2367,6.119,-52.9,54.7,No
5.062,0.065,0.338,0.0473,0.0534,0.5,-97.7,37.7,No
5.023,0.406,2.029,0.0638,0.1252,5.351,-73.1,41.4,No
5.052,0.129,0.631,0.0054,0.0223,2.46,-88.7,41.5,No
5.017,0.387,1.932,0.0733,0.0255,2.415,-64.6,50.1,No
5.01,0.805,4.131,0.8574,0.474,37.421,-56.4,64.4,No
4.988,1.972,9.879,1.8875,1.8919,40.465,-32.5,75.9,Yes
5.042,0.068,0.354,0.0944,0.0833,2.447,-82.1,44.3,No
4.98,1.789,8.862,2.1441,1.619,57.284,-29.6,70.2,Yes
5.042,0.138,0.697,0.0757,0.0724,0.807,-76.9,39.8,No
5.0,0.464,2.292,0.3206,0.2536,5.989,-49.7,49.2,No
4.891,2.053,9.948,3.3945,3.7711,115.27,-11.3,93.3,Yes
5.028,0.449,2.23,0.1686,0.1286,4.217,-82.3,43.1,No
5.032,0.081,0.421,0.0893,0.064,1.61,-83.5,43.0,No
5.035,0.45,2.254,0.226,0.2619,7.9,-58.7,47.0,No
5.041,0.351,1.795,0.1103,0.1173,7.518,-54.8,45.6,No
5.0,0.421,2.098,0.0798,0.174,1.57,-83.0,47.9,No
4.87,2.106,10.222,3.3523,3.8129,109.021,-4.0,90.7,Yes
4.931,1.555,7.731,2.1311,3.6528,107.644,-10.6,81.5,Yes
5.054,0.169,0.849,0.1195,0.0573,1.033,-94.7,36.8,No
5.034,0.405,2.084,0.0698,0.1688,4.724,-58.1,41.3,No
5.046,0.419,2.115,0.3038,0.2071,5.94,-52.7,48.6,No
5.024,0.634,3.222,0.6483,0.5101,40.793,-59.8,67.1,Yes
4.901,2.383,11.684,2.5672,2.6379,80.969,-16.6,83.0,Yes
5.032,0.166,0.825,0.0338,0.0142,1.711,-79.2,36.5,No
5.065,0.081,0.403,0.024,0.0804,2.001,-88.2,43.7,No
4.996,0.442,2.186,0.2311,0.165,7.648,-54.7,54.5,No
4.917,2.049,10.017,2.5395,4.3764,110.629,-24.6,94.4,Yes
5.032,0.13,0.673,0.1213,0.0367,3.809,-80.0,45.3,No
4.974,1.42,7.063,1.6865,1.6299,71.58,-45.2,80.7,Yes
5.062,0.143,0.727,0.1149,0.0482,1.561,-91.6,37.1,No
4.872,2.47,12.073,2.2458,2.972,117.319,-13.9,88.6,Yes
5.063,0.015,0.093,0.0226,0.0118,0.59,-84.6,41.7,No
4.899,2.141,10.513,2.1763,3.7556,96.573,-17.7,78.6,Yes
4.951,1.568,7.733,1.3968,2.3301,43.109,-28.6,69.8,Yes
5.032,0.116,0.585,0.2607,0.1863,3.627,-81.0,45.9,No
5.025,0.328,1.653,0.0783,0.1068,4.242,-61.7,36.1,No
5.01,0.331,1.624,0.1432,0.1252,5.073,-67.3,42.8,No
5.036,0.283,1.438,0.1104,0.0865,6.314,-83.7,44.3,No
5.017,2.077,10.422,1.5951,1.3423,80.639,-41.1,71.7,Yes
4.919,2.217,10.888,3.7837,2.666,140.323,-19.6,81.6,Yes
5.065,0.093,0.487,0.0892,0.0593,2.362,-89.2,36.5,No
5.004,0.263,1.301,0.2744,0.1175,5.932,-60.0,38.8,No
5.022,0.424,2.102,0.0585,0.0836,4.027,-70.2,41.2,No
5.025,0.221,1.099,0.2178,0.2085,6.898,-64.1,37.8,No
4.896,1.521,7.425,2.6147,2.6229,146.228,-11.2,84.3,Yes
4.986,1.521,7.557,1.9272,1.7721,72.892,-54.8,66.4,Yes
5.064,0.119,0.601,0.098,0.0155,1.918,-90.3,36.8,No
5.003,1.902,9.503,1.6729,1.4119,70.867,-26.9,71.5,Yes
4.9,2.698,13.144,3.4314,4.5383,134.047,-8.7,76.2,Yes
5.04,1.197,6.086,0.8642,0.3109,21.426,-59.7,70.7,No
5.008,0.651,3.259,0.5286,0.4792,17.767,-43.1,55.5,Yes
5.031,0.502,2.509,0.2963,0.1695,6.726,-65.5,52.1,No
5.042,0.082,0.423,0.0904,0.0016,2.067,-71.4,31.7,No
5.017,0.749,3.79,0.6297,0.6891,28.377,-41.3,58.0,Yes
5.013,0.757,3.91,0.7687,0.777,33.576,-36.3,62.0,Yes
4.932,1.793,8.871,2.4247,2.3007,118.674,-13.0,74.5,Yes
4.912,1.786,8.91,2.7053,2.4352,127.398,-32.6,92.0,Yes
5.032,0.305,1.533,0.1836,0.1191,6.992,-74.6,47.5,No
4.991,0.912,4.454,0.5432,0.85,32.034,-51.5,68.8,Yes
5.012,0.24,1.219,0.2286,0.043,6.627,-65.9,50.0,No
4.982,1.572,7.812,1.8421,1.62,46.609,-41.1,68.5,Yes
5.036,1.042,5.317,0.4273,0.6891,16.793,-52.3,59.9,No
5.031,0.175,0.887,0.0321,0.0405,2.815,-73.6,40.7,No
4.963,1.414,7.009,2.2174,1.6443,81.092,-47.9,63.7,Yes
5.003,0.979,4.959,0.8611,0.6287,39.159,-62.2,56.5,Yes
4.862,2.692,13.03,3.1319,3.0808,79.438,-26.8,78.4,Yes
4.858,2.471,11.952,3.7506,3.3027,130.531,-19.6,79.2,Yes
5.043,0.138,0.684,0.0718,0.0726,1.564,-101.8,36.4,No
4.91,2.285,11.18,2.8535,3.7687,102.957,-11.1,85.3,Yes
4.94,1.708,8.395,2.615,3.89,145.272,-11.4,83.4,Yes
4.944,1.649,8.032,1.2854,1.5764,87.18,-36.6,68.1,Yes
4.906,2.406,11.768,2.3998,3.8287,142.567,-28.5,86.2,Yes
5.032,0.081,0.416,0.0841,0.033,0.819,-81.2,39.6,No
4.942,2.376,11.901,2.4519,2.4745,139.648,-22.8,79.8,Yes
4.893,2.453,12.194,2.7002,4.1208,85.413,-22.8,93.4,Yes
5.044,0.232,1.182,0.1978,0.0196,2.935,-69.5,44.9,No
4.905,2.585,12.8,2.5261,4.4442,100.096,-27.8,84.0,Yes
4.952,1.347,6.691,2.0774,2.052,88.68,-43.6,74.1,Yes
5.047,0.053,0.256,0.0967,0.067,1.548,-85.0,30.9,No
5.015,0.604,3.123,0.6166,0.3304,20.1,-48.3,66.1,No
5.007,0.996,4.977,0.4039,0.5916,29.583,-49.4,56.6,Yes
4.929,2.138,10.52,2.4667,3.1412,145.351,-21.4,82.8,Yes
5.015,0.521,2.621,0.2079,0.2168,7.683,-56.3,51.5,No
5.02,0.334,1.682,0.2169,0.1526,6.116,-84.4,37.7,No
5.006,0.745,3.713,0.4333,0.5312,12.466,-52.2,62.1,No
5.002,0.21,1.036,0.2844,0.0707,6.304,-75.4,34.0,No
4.911,2.99,14.576,3.7828,2.6982,140.865,-28.5,87.9,Yes
5.022,0.156,0.803,0.067,0.0854,2.387,-56.5,42.3,No
5.053,0.141,0.704,0.1091,0.0763,2.251,-90.3,34.7,No
5.044,0.157,0.799,0.092,0.08,1.556,-90.5,34.9,No
4.918,2.412,12.062,2.7031,4.0258,121.209,-26.7,85.9,Yes
4.883,2.26,11.085,3.1021,2.6054,139.332,-29.9,84.7,Yes
5.019,0.15,0.738,0.2585,0.0482,1.465,-71.4,33.3,No
5.055,0.418,2.069,0.093,0.1955,6.508,-65.0,46.5,No
5.002,0.342,1.679,0.107,0.1215,1.68,-83.6,47.5,No
4.933,1.333,6.561,2.4653,1.6824,41.768,-40.7,73.0,Yes
4.995,0.754,3.778,0.4367,0.3273,28.343,-56.8,60.6,Yes
4.982,1.144,5.71,0.8138,0.6172,33.936,-51.4,58.0,No
5.005,1.393,6.891,2.4391,1.504,84.154,-21.4,64.6,Yes
4.935,1.504,7.498,2.3873,2.9595,105.626,-18.9,81.5,Yes
4.951,2.052,10.121,2.4759,3.0447,140.533,-20.0,84.6,Yes
5.023,0.408,2.035,0.1073,0.0511,5.596,-57.8,38.0,No
4.854,2.762,13.47,2.9509,3.8909,99.269,-25.3,94.8,Yes
4.998,0.411,2.088,0.3231,0.1819,7.138,-68.7,52.4,No
5.031,0.257,1.334,0.1746,0.0605,6.762,-59.4,44.8,No
4.886,1.894,9.211,3.7975,2.8331,115.783,-8.0,91.4,Yes
5.051,0.536,2.711,0.3241,0.1761,5.889,-58.1,44.9,No
4.967,1.997,9.932,2.0731,1.8227,68.873,-27.2,71.4,Yes
5.04,0.687,3.554,0.4485,0.5871,21.618,-50.7,60.8,Yes
5.06,0.4,2.061,0.0598,0.0267,1.05,-88.4,43.3,No
4.937,2.014,9.949,3.2783,2.2186,119.507,-11.7,75.4,Yes
5.011,0.122,0.57,0.1875,0.0947,4.022,-74.2,42.9,No
4.897,1.996,9.718,3.7596,2.5274,109.211,-27.1,87.2,Yes
5.001,0.4,1.982,0.2636,0.1704,6.6,-59.8,46.6,No
4.902,2.976,14.569,2.8275,3.1531,85.16,-10.5,88.9,Yes
4.897,2.554,12.525,2.2423,3.3861,105.675,-9.5,77.2,Yes
4.934,1.335,6.549,1.776,2.0868,84.027,-37.3,62.0,Yes
4.946,1.602,7.931,2.3075,2.101,49.502,-33.9,64.4,Yes
5.073,0.032,0.166,0.0517,0.0289,2.71,-87.7,44.3,No
4.899,1.646,8.044,2.8086,2.1923,122.253,-24.2,80.6,Yes
4.974,1.585,7.779,2.6771,3.0038,141.101,-10.1,76.3,Yes
5.043,0.41,2.033,0.0585,0.1674,4.742,-60.1,42.1,No
4.961,1.518,7.506,2.0292,1.9718,60.13,-27.6,67.1,Yes
5.013,0.391,1.947,0.2776,0.1895,7.617,-56.9,50.1,No
5.018,0.342,1.717,0.1026,0.1211,3.421,-64.0,38.8,No
5.06,0.022,0.107,0.1213,0.029,1.348,-90.2,45.0,No
5.018,0.264,1.327,0.2045,0.1048,4.52,-61.1,39.3,No
5.004,1.201,5.944,0.8505,0.3654,41.053,-55.2,59.7,No
5.052,0.209,1.066,0.1453,0.0861,2.794,-83.0,43.1,No
5.075,0.262,1.319,0.2095,0.0795,5.179,-70.3,52.0,No
4.992,1.013,5.043,0.6386,0.4787,10.99,-50.6,57.0,Yes
4.912,1.7,8.359,1.8746,3.7533,109.997,-12.0,76.3,Yes
4.975,1.809,8.968,1.2917,2.133,59.02,-40.7,73.4,Yes
5.01,0.239,1.192,0.075,0.2111,4.901,-55.9,50.8,No
4.99,0.434,2.16,0.2966,0.2018,6.228,-65.9,48.8,No
4.952,1.844,9.072,1.227,2.2388,81.513,-42.6,72.7,Yes
5.02,0.577,2.903,0.7183,0.8484,15.011,-44.9,65.8,No
5.057,0.106,0.544,0.063,0.0697,0.5,-81.8,44.9,No
5.073,0.037,0.193,0.0525,0.0,1.52,-84.7,35.7,No
4.977,1.352,6.738,2.2189,1.2335,50.575,-11.9,67.1,Yes
5.063,0.038,0.179,0.0078,0.018,2.926,-98.2,41.7,No
4.938,1.804,8.898,1.4453,2.0722,65.552,-13.4,74.3,Yes
5.029,0.042,0.203,0.0883,0.0418,0.5,-82.0,44.2,No
4.921,1.797,8.793,3.0571,2.6516,118.588,-11.3,72.6,Yes
5.066,0.131,0.658,0.0258,0.0048,0.543,-86.9,31.3,No
5.061,0.356,1.771,0.1996,0.0279,7.32,-85.4,38.4,No
4.994,0.607,2.984,0.5576,0.4553,23.842,-55.1,57.6,Yes
5.059,0.132,0.676,0.0584,0.0119,0.987,-86.8,37.9,No
4.979,1.531,7.552,1.3057,2.22,83.064,-47.6,68.6,Yes
4.849,2.096,10.253,2.4334,3.3118,94.553,-21.1,82.8,Yes
5.029,0.386,1.947,0.1556,0.0864,5.786,-74.2,49.1,No
4.993,0.956,4.785,0.6416,0.6766,14.122,-38.3,58.6,Yes
5.021,0.177,0.906,0.1122,0.0498,2.049,-77.7,32.2,No
5.042,0.072,0.357,0.1037,0.0115,1.103,-73.7,34.8,No
4.882,3.014,14.848,2.6944,3.1982,93.439,-18.7,87.3,Yes
4.951,1.865,9.302,1.4739,1.6636,38.958,-24.7,75.5,Yes
4.877,2.997,14.666,2.8715,3.448,135.111,-23.2,90.1,Yes
4.979,1.527,7.645,1.9102,2.3517,73.618,-29.6,65.3,Yes
4.89,2.345,11.459,3.3935,3.4652,123.437,-20.8,81.8,Yes
4.879,2.068,10.123,3.0252,3.826,88.705,-18.4,79.3,Yes
5.066,0.146,0.759,0.0198,0.0216,1.266,-93.8,33.9,No
4.938,2.871,14.211,3.1757,2.6322,86.583,-17.1,93.8,Yes
5.024,0.471,2.396,0.3276,0.2019,7.559,-52.4,55.0,No
5.031,0.223,1.142,0.152,0.0444,6.176,-55.4,46.9,No
5.026,0.315,1.559,0.1737,0.1262,1.139,-77.8,41.8,No
5.055,0.161,0.811,0.1124,0.0649,2.636,-80.9,33.9,No
5.042,0.257,1.274,0.2187,0.1192,4.285,-60.7,39.9,No
4.963,1.376,6.835,2.2818,1.8778,91.296,-43.7,71.0,Yes
5.027,0.129,0.676,0.0726,0.0384,2.39,-87.0,36.0,No
4.924,2.356,11.62,2.9562,4.0706,132.307,-26.0,86.1,Yes
4.915,2.314,11.372,2.7484,2.3683,145.35,-19.4,78.0,Yes
4.917,2.606,12.719,2.5169,4.4546,121.529,-27.6,85.0,Yes
4.922,2.553,12.534,2.7393,2.063,95.98,-13.6,78.9,Yes
5.012,1.019,5.067,0.428,0.5071,12.223,-32.6,61.8,No
5.026,0.429,2.157,0.2051,0.1933,6.25,-63.6,47.5,No
4.852,2.773,13.419,3.8865,4.5359,120.358,-34.9,79.5,Yes
4.98,0.588,2.915,0.5791,0.5346,10.607,-37.4,69.5,Yes
4.857,1.912,9.361,2.7338,3.7941,84.894,-7.4,84.9,Yes
5.044,0.139,0.712,0.095,0.1301,5.204,-69.8,44.3,No
4.92,2.505,12.331,3.2513,4.4079,120.621,-14.5,88.7,Yes
5.031,0.999,5.026,0.5105,0.6211,33.186,-42.5,65.6,Yes
5.021,0.394,2.003,0.3108,0.2306,6.088,-56.5,44.8,No
5.016,1.074,5.411,0.4104,0.3029,15.441,-56.7,52.0,Yes
4.992,1.552,7.68,1.6077,1.9982,48.977,-42.4,81.5,Yes
5.017,0.357,1.809,0.0617,0.0818,5.44,-67.3,46.9,No
4.836,2.889,13.917,3.4389,4.4563,88.537,-26.1,84.7,Yes
5.042,0.079,0.421,0.0843,0.0666,1.65,-85.7,34.6,No
4.99,0.474,2.373,0.3001,0.1774,7.509,-59.1,49.3,No
5.018,1.269,6.288,0.5294,0.3,30.795,-46.7,64.5,Yes
4.947,1.574,7.838,2.0428,1.9015,92.189,-19.6,66.5,Yes
4.894,2.776,13.433,3.549,3.1017,141.284,-28.1,85.7,Yes
5.017,1.193,5.979,0.7032,0.7326,10.952,-49.0,67.0,Yes
5.034,0.171,0.857,0.0625,0.0107,0.884,-72.0,38.6,No
5.044,0.025,0.104,0.0036,0.0229,3.031,-83.3,39.2,No
4.889,2.475,12.208,2.5513,2.5366,119.549,-31.1,91.6,Yes
5.049,0.372,1.869,0.041,0.1767,6.143,-68.7,38.7,No
4.99,0.414,2.068,0.251,0.2342,6.074,-67.4,50.7,No
4.891,2.438,12.039,3.4354,4.5394,121.187,-25.9,80.9,Yes
4.919,1.615,7.943,2.9148,2.583,114.94,-18.6,75.7,Yes
4.954,1.723,8.537,1.8671,1.7584,47.173,-42.3,79.3,Yes
5.002,0.439,2.19,0.3303,0.2431,7.537,-57.6,50.1,No
4.877,3.064,14.963,2.3805,3.6409,136.909,-12.3,85.6,Yes
5.026,0.438,2.184,0.273,0.2545,5.975,-57.9,45.4,No
4.98,0.996,4.908,0.6313,0.49,9.973,-48.7,58.6,Yes
4.939,1.926,9.461,2.6115,2.2041,111.263,-17.6,89.4,Yes
5.068,0.068,0.33,0.0373,0.0727,1.776,-89.1,36.0,No
4.886,1.976,9.699,2.8866,3.0959,95.494,-24.3,83.5,Yes
5.045,0.016,0.086,0.0934,0.0712,2.567,-90.5,34.5,No
4.931,2.357,11.67,1.8939,2.6167,122.576,-13.5,78.8,Yes
5.034,0.585,3.092,0.3769,0.8332,25.381,-45.0,54.0,Yes
5.037,0.834,4.254,0.5519,0.5396,33.44,-54.2,54.8,No
5.031,0.391,1.961,0.2543,0.199,1.536,-74.1,37.7,No
4.994,0.63,3.199,0.5637,0.4756,32.062,-65.0,65.8,Yes
4.841,1.911,9.344,3.6544,4.0796,129.25,-10.2,77.5,Yes
4.924,2.491,12.307,2.1731,2.0922,123.996,-15.2,92.0,Yes
4.997,1.985,9.856,1.7243,1.6298,56.484,-30.3,75.8,Yes
4.997,0.415,2.121,0.2026,0.2855,7.823,-56.5,52.6,No
5.07,0.037,0.189,0.0223,0.0115,1.203,-84.1,34.4,No
5.031,0.976,4.874,0.4736,0.7885,10.286,-33.2,57.7,No
4.987,1.462,7.306,1.8633,1.2774,94.275,-37.5,74.7,Yes
4.91,2.039,10.171,2.8277,3.6182,122.11,-12.7,76.2,Yes
4.924,2.419,12.016,2.8378,3.6727,91.417,-20.2,83.5,Yes
4.869,2.703,13.258,3.0938,3.5339,108.973,-5.3,89.8,Yes
5.056,0.098,0.489,0.0777,0.0077,1.247,-92.6,31.7,No
4.955,2.497,12.349,2.2188,2.9392,100.257,-6.1,83.0,Yes
4.901,2.438,11.801,2.7216,3.7615,91.578,-26.3,91.6,Yes
5.032,0.296,1.526,0.2207,0.1947,4.778,-58.7,43.3,No
5.0,0.295,1.494,0.2212,0.0559,4.562,-74.9,40.9,No
4.899,2.446,11.952,2.8001,4.5771,127.802,-25.7,95.0,Yes
5.085,0.16,0.833,0.0968,0.0622,1.953,-78.6,31.5,No
4.924,3.093,15.085,2.2836,4.3901,82.06,-25.2,75.3,Yes
4.879,2.762,13.515,3.804,4.501,87.568,-32.8,89.0,Yes
4.986,0.845,4.226,0.5381,0.3,26.195,-46.9,68.0,No
5.03,0.041,0.223,0.1159,0.0505,2.436,-95.9,34.4,No
5.027,0.375,1.901,0.1495,0.148,3.219,-70.6,40.4,No
4.917,2.224,10.806,2.699,3.3157,96.254,-20.7,83.8,Yes
4.894,1.745,8.453,3.0043,2.8247,96.535,-17.7,73.7,Yes
5.041,0.179,0.892,0.0135,0.0614,0.734,-80.8,30.0,No
5.047,0.117,0.59,0.0461,0.0215,1.065,-89.5,30.1,No
5.058,0.153,0.77,0.0915,0.0,1.287,-99.9,34.8,No
5.056,0.095,0.487,0.0448,0.0287,1.165,-75.3,39.6,No
5.046,0.154,0.785,0.1528,0.1452,7.006,-89.0,42.8,No
4.965,1.662,8.16,1.8265,2.325,66.277,-39.7,67.5,Yes
4.953,1.803,8.876,1.9802,1.889,71.51,-48.7,77.9,Yes
5.052,0.468,2.387,0.3137,0.1611,6.955,-68.0,50.7,No
4.875,1.696,8.304,2.1666,3.1869,128.897,-33.1,85.1,Yes
5.021,0.855,4.269,0.7778,0.3848,28.727,-57.1,55.2,No
5.016,1.859,9.333,1.3522,2.2804,46.52,-42.0,62.0,Yes
5.08,0.162,0.86,0.2328,0.1457,4.294,-71.3,44.4,No
5.077,0.18,0.901,0.0377,0.0409,2.237,-89.6,37.5,No
4.999,0.909,4.507,0.4636,0.6959,24.334,-53.7,59.9,No
5.036,0.284,1.433,0.2568,0.1966,4.657,-72.5,43.6,No
4.907,2.223,10.756,2.2421,3.6771,85.089,-16.3,88.7,Yes
4.98,0.754,3.749,0.5487,0.4498,8.993,-57.5,72.0,No
5.042,0.078,0.381,0.0302,0.0771,3.152,-98.3,35.8,No
5.028,0.177,0.921,0.2248,0.0625,5.197,-62.9,41.8,No
4.846,1.985,9.512,3.546,3.5231,122.9,-9.1,86.7,Yes
5.066,0.178,0.89,0.0396,0.0169,1.229,-95.4,33.0,No
5.057,0.102,0.513,0.0204,0.0813,1.204,-92.3,40.9,No
4.898,2.895,14.114,2.299,2.7422,107.16,-22.2,90.3,Yes
5.078,0.114,0.592,0.0954,0.0186,2.569,-89.7,38.4,No
5.022,0.01,0.058,0.0981,0.0421,1.463,-90.6,30.5,No
5.008,0.481,2.369,0.2687,0.2121,7.196,-57.9,53.4,No
5.008,0.396,2.045,0.1002,0.0546,5.427,-56.1,40.8,No
5.04,0.165,0.812,0.0585,0.0302,0.5,-89.4,37.0,No
5.026,0.421,2.106,0.143,0.186,1.774,-82.4,45.1,No
5.027,0.031,0.189,0.0877,0.0552,0.5,-88.7,37.0,No
4.902,2.307,11.289,2.4351,3.1274,135.175,-3.4,82.3,Yes
5.015,0.407,2.01,0.342,0.2686,7.002,-42.6,49.6,No
4.969,1.387,6.84,1.8534,1.8322,45.106,-24.7,74.5,Yes
4.988,0.878,4.348,0.7742,0.6264,26.607,-52.2,61.6,No
5.01,1.129,5.529,0.7247,0.7664,25.336,-44.0,62.3,No
5.029,0.835,4.207,0.8109,0.421,38.987,-55.5,56.3,Yes
4.994,1.883,9.441,1.9091,2.0172,45.667,-10.7,73.3,Yes
4.965,1.822,9.096,1.2184,2.2672,38.294,-49.6,76.5,Yes
4.944,3.062,15.212,3.1132,3.4886,112.415,-16.1,86.7,Yes
4.955,1.888,9.338,1.6401,2.2012,47.365,-34.3,73.5,Yes
4.909,2.828,14.076,2.7679,3.7269,81.43,-9.5,77.3,Yes
4.874,2.18,10.653,3.5892,3.2786,82.537,-10.3,92.7,Yes
4.994,0.439,2.218,0.339,0.1897,5.807,-56.0,51.7,No
5.015,1.05,5.216,0.776,0.7815,16.085,-63.9,62.7,No
5.053,0.117,0.584,0.0382,0.0538,1.898,-97.3,42.8,No
4.891,2.475,12.127,2.3771,2.451,128.383,-10.9,88.0,Yes
4.98,0.956,4.777,0.6727,0.4112,35.428,-37.2,59.9,No
5.063,0.175,0.873,0.0411,0.0137,1.126,-88.1,38.7,No
5.011,1.397,7.079,2.0142,1.7455,41.767,-24.2,72.8,Yes
5.009,0.499,2.468,0.3105,0.2671,7.743,-61.6,55.0,No
4.983,1.506,7.538,2.5009,1.8156,51.702,-37.8,62.0,Yes
5.051,0.15,0.752,0.0537,0.0425,1.581,-73.9,36.0,No
5.044,0.168,0.861,0.0,0.0154,1.172,-93.0,37.0,No
4.967,1.868,9.343,1.3433,1.2528,74.76,-21.9,69.1,Yes
4.92,1.986,9.827,2.5976,3.5762,111.5,-19.1,74.8,Yes
4.932,2.489,12.298,2.6953,3.2801,126.719,-17.2,78.2,Yes
5.028,0.036,0.171,0.1132,0.0719,2.519,-93.0,37.1,No
5.064,0.036,0.181,0.005,0.0024,2.12,-82.3,30.0,No
4.942,1.829,9.05,2.3984,3.6938,102.566,-19.3,81.1,Yes
5.02,0.531,2.69,0.2607,0.1856,7.9,-51.3,50.1,No
4.959,1.323,6.544,1.6661,2.3079,70.231,-47.2,68.5,Yes
4.938,2.112,10.421,2.679,2.7129,123.377,-20.6,90.0,Yes
4.949,1.769,8.77,1.3339,1.2262,77.727,-36.7,78.9,Yes
4.914,1.457,7.171,1.3954,2.2183,60.956,-35.2,71.8,Yes
4.892,1.63,7.915,2.0137,3.5311,122.523,-19.4,79.2,Yes
5.041,0.031,0.171,0.0391,0.0107,2.55,-103.0,30.0,No
4.905,1.81,9.112,3.1172,4.4232,100.605,-26.5,74.3,Yes
4.99,1.65,8.261,1.4326,1.5214,82.623,-39.8,67.7,Yes
5.009,1.481,7.354,1.571,2.009,82.637,-39.0,68.2,Yes
4.968,1.435,7.125,1.3795,2.1187,74.33,-33.9,72.7,Yes
4.957,2.194,10.806,2.5408,3.3543,109.171,-19.1,86.2,Yes
5.042,0.274,1.387,0.1533,0.0619,6.036,-66.8,38.6,No
4.995,0.578,2.839,0.8709,0.7649,10.282,-53.2,63.6,No
5.034,0.192,0.968,0.0716,0.1015,3.762,-76.7,44.1,No
5.029,0.344,1.725,0.1937,0.189,2.161,-71.4,42.3,No
5.027,0.35,1.769,0.0829,0.0175,6.39,-70.7,42.0,No
